Relative Path,File Type,File Size,In Xcode Project,Target Membership,Build Phase,Static Ref Count,Dynamic Risk,Classification,Confidence
Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDRingIndicatorView.h,source,1310,Yes,,,1,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDShadow.h,source,1101,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDSuccessIndicatorView.h,source,590,Yes,,,1,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/module.modulemap,resource,67,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Category/KafkaCategories.h,source,2225,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Category/KafkaCategories.m,source,5823,Yes,Pure Pets,Sources,5583,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Configuration/UIScrollView+KafkaConfiguration.h,source,1753,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Configuration/UIScrollView+KafkaConfiguration.m,source,7778,Yes,Pure Pets,Sources,604,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaFootRefreshControl.h,source,299,Yes,,,16,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaFootRefreshControl.m,source,5974,Yes,Pure Pets,Sources,16,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaHeadRefreshControl.h,source,293,Yes,,,13,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaHeadRefreshControl.m,source,5932,Yes,Pure Pets,Sources,13,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaRefreshControl.h,source,4994,Yes,,,47,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaRefreshControl.m,source,10445,Yes,Pure Pets,Sources,23,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaRefreshProtocol.h,source,1484,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/UIScrollView+KafkaRefreshControl.h,source,760,Yes,,,13,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/UIScrollView+KafkaRefreshControl.m,source,2027,Yes,Pure Pets,Sources,302,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Default/KafkaRefreshDefaults.h,source,1160,Yes,,,20,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Default/KafkaRefreshDefaults.m,source,999,Yes,Pure Pets,Sources,20,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/KafkaRefresh.h,source,996,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Resource/Image.bundle/arrow48.png,resource,560,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Style/KafkaRefreshStyle.h,source,727,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/FootKit/KafkaArrowFooter.h,source,604,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/FootKit/KafkaArrowFooter.m,source,3684,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/FootKit/KafkaNativeFooter.h,source,255,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/FootKit/KafkaNativeFooter.m,source,1631,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/FootKit/KafkaReplicatorFooter.h,source,483,Yes,,,4,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/FootKit/KafkaReplicatorFooter.m,source,2158,Yes,Pure Pets,Sources,4,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/FootKit/KafkaRingIndicatorFooter.h,source,451,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/FootKit/KafkaRingIndicatorFooter.m,source,2263,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/HeadKit/KafkaArrowHeader.h,source,604,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/HeadKit/KafkaArrowHeader.m,source,3566,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/HeadKit/KafkaNativeHeader.h,source,558,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/HeadKit/KafkaNativeHeader.m,source,1712,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/HeadKit/KafkaReplicatorHeader.h,source,483,Yes,,,5,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/HeadKit/KafkaReplicatorHeader.m,source,2139,Yes,Pure Pets,Sources,5,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/HeadKit/KafkaRingIndicatorHeader.h,source,451,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/HeadKit/KafkaRingIndicatorHeader.m,source,2257,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/LayerKit/KafkaAnimatableProtocol.h,source,355,Yes,,,8,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/LayerKit/KafkaArcLayer.h,source,452,Yes,,,8,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/LayerKit/KafkaArcLayer.m,source,2996,Yes,Pure Pets,Sources,8,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/LayerKit/KafkaReplicatorLayer.h,source,887,Yes,,,8,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/LayerKit/KafkaReplicatorLayer.m,source,12782,Yes,Pure Pets,Sources,8,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/LSLDatePickerDialog/LSLDatePickerDialog.h,source,3991,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/LSLDatePickerDialog/LSLDatePickerDialog.m,source,13841,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/UIFieldsAndPicker/LUNSegmentedControl/LUNGradientView.h,source,277,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/LUNSegmentedControl/LUNGradientView.m,source,280,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/LUNSegmentedControl/LUNSegmentedControl.h,source,11233,Yes,,,36,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/LUNSegmentedControl/LUNSegmentedControl.m,source,52329,Yes,Pure Pets,Sources,13,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/LUNSegmentedControl/UIView+LUNRemoveConstraints.h,source,597,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/LUNSegmentedControl/UIView+LUNRemoveConstraints.m,source,792,Yes,Pure Pets,Sources,4550,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/ODRefreshControl/ODRefreshControl.h,source,1579,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/ODRefreshControl/ODRefreshControl.m,source,20260,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/NSBundle+PGDatePicker.h,source,508,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/NSBundle+PGDatePicker.m,source,1812,Yes,Pure Pets,Sources,144,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/NSDate+PGCategory.h,source,1042,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/NSDate+PGCategory.m,source,5301,Yes,Pure Pets,Sources,776,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePickManager.h,source,1349,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePickManager.m,source,11067,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePickManagerHeaderView.h,source,998,Yes,,,4,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePickManagerHeaderView.m,source,8486,Yes,Pure Pets,Sources,4,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+Common.h,source,392,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+Common.m,source,2053,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+Date.h,source,373,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+Date.m,source,3195,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+DateAndTime.h,source,417,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+DateAndTime.m,source,5180,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+DateHour.h,source,399,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+DateHour.m,source,4154,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+DateHourMinute.h,source,432,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+DateHourMinute.m,source,5115,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+DateHourMinuteSecond.h,source,462,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+DateHourMinuteSecond.m,source,5922,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+Logic.h,source,3636,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+Logic.m,source,41582,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+MinuteAndSecond.h,source,437,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+MinuteAndSecond.m,source,2652,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+MonthDay.h,source,401,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+MonthDay.m,source,2187,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+MonthDayHour.h,source,421,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+MonthDayHour.m,source,3196,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+MonthDayHourMinute.h,source,451,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+MonthDayHourMinute.m,source,4154,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+MonthDayHourMinuteSecond.h,source,481,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+MonthDayHourMinuteSecond.m,source,5148,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+Time.h,source,382,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+Time.m,source,2556,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+TimeAndSecond.h,source,427,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+TimeAndSecond.m,source,3527,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+Year.h,source,315,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+Year.m,source,961,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+YearAndMonth.h,source,413,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker+YearAndMonth.m,source,2180,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker.bundle/en.lproj/Localizable.strings,resource,493,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker.bundle/zh-Hans.lproj/Localizable.strings,resource,517,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker.bundle/zh-Hant.lproj/Localizable.strings,resource,519,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker.h,source,3773,Yes,,,72,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePicker.m,source,52023,Yes,Pure Pets,Sources,64,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePickerHeader.h,source,2708,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePickerView.h,source,301,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGDatePickerView.m,source,1542,Yes,Pure Pets,Sources,2,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGEnumeration.h,source,1350,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGPickerColumnCell.h,source,308,Yes,,,8,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGPickerColumnCell.m,source,1308,Yes,Pure Pets,Sources,8,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGPickerColumnView.h,source,1779,Yes,,,26,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGPickerColumnView.m,source,15876,Yes,Pure Pets,Sources,18,Yes,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGPickerTableView.h,source,198,Yes,,,7,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGPickerTableView.m,source,600,Yes,Pure Pets,Sources,7,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGPickerView.h,source,5575,Yes,,,29,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/PGPickerView.m,source,20972,Yes,Pure Pets,Sources,15,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/UIColor+PGHex.h,source,218,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PGDatePicker/UIColor+PGHex.m,source,2404,Yes,Pure Pets,Sources,8150,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PKYStepper/PKYStepper.h,source,1879,Yes,,,18,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PKYStepper/PKYStepper.m,source,5138,Yes,Pure Pets,Sources,9,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PPInsetLabel.h,source,581,Yes,,,67,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PPInsetLabel.m,source,1804,Yes,Pure Pets,Sources,1888,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/NSBundle+PYSearchExtension.h,source,611,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/NSBundle+PYSearchExtension.m,source,2617,Yes,Pure Pets,Sources,144,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/ar.lproj/Localizable.strings,resource,432,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/back@2x.png,resource,517,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/back@3x.png,resource,773,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/cell-content-line-vertical@2x.png,resource,1267,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/cell-content-line-vertical@3x.png,resource,1298,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/cell-content-line@2x.png,resource,1308,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/cell-content-line@3x.png,resource,1025,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/clearImage@2x.png,resource,534,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/clearImage@3x.png,resource,554,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/close@2x.png,resource,348,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/close@3x.png,resource,466,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/empty@2x.png,resource,625,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/empty@3x.png,resource,935,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/en.lproj/Localizable.strings,resource,387,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/es.lproj/Localizable.strings,resource,417,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/fr.lproj/Localizable.strings,resource,440,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/search@2x.png,resource,716,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/search@3x.png,resource,2554,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/search_history@2x.png,resource,663,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/search_history@3x.png,resource,946,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/zh-Hans.lproj/Localizable.strings,resource,622,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.bundle/zh-Hant.lproj/Localizable.strings,resource,370,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearch.h,source,251,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearchConst.h,source,1937,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearchConst.m,source,750,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearchSuggestionViewController.h,source,1211,Yes,,,9,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearchSuggestionViewController.m,source,6235,Yes,Pure Pets,Sources,5,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearchViewController.h,source,14475,Yes,,,3798,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/PYSearchViewController.m,source,58788,Yes,Pure Pets,Sources,12,Yes,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/UIColor+PYSearchExtension.h,source,718,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/UIColor+PYSearchExtension.m,source,1652,Yes,Pure Pets,Sources,8150,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/UIView+PYSearchExtension.h,source,569,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PYSearch/UIView+PYSearchExtension.m,source,1683,Yes,Pure Pets,Sources,4550,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PopupPickerView.h,source,660,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PopupPickerView.m,source,8381,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/UIFieldsAndPicker/PressButton.h,source,355,Yes,,,10,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PressButton.m,source,1351,Yes,Pure Pets,Sources,10,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/PulsingHalo/PulsingHalo.h,source,604,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PulsingHalo/PulsingHaloLayer.h,source,1889,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/PulsingHalo/PulsingHaloLayer.m,source,6644,Yes,Pure Pets,Sources,2,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/QuickSecurityCode/LICENSE,other,1064,No,,,0,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/QuickSecurityCode/QuickSecurityCode/QuickSecurityCode.h,source,2927,Yes,,,7,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/QuickSecurityCode/QuickSecurityCode/QuickSecurityCode.m,source,13144,Yes,Pure Pets,Sources,7,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/QuickSecurityCode/QuickSecurityCode/UITextField+QuickSecurityCode.h,source,526,Yes,,,6,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/QuickSecurityCode/QuickSecurityCode/UITextField+QuickSecurityCode.m,source,1473,Yes,Pure Pets,Sources,221,Yes,,
Pure Pets/DesignFiles/UIFieldsAndPicker/QuickSecurityCode/README.md,resource,3556,Yes,Pure Pets,Resources,0,No,MANUAL REVIEW REQUIRED,Medium
Pure Pets/DesignFiles/UIFieldsAndPicker/SKSplashView/SKSplashIcon.h,source,1023,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/SKSplashView/SKSplashIcon.m,source,5638,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/SKSplashView/SKSplashView.h,source,1410,Yes,,,11,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/UIFieldsAndPicker/SKSplashView/SKSplashView.m,source,5500,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/UIFieldsAndPicker/TTAnimationButton/CALayer+TTSpringAnimation.h,source,613,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
